3600,3900,70.27999999999999,61.639999999999986,9.33,67.64,120.30999999999999,174.95,39.3,31.3,127.60999999999999,36.96
3900,4200,218.27000000000004,304.5699999999999,189.94000000000003,1340.1400000000003,869.8100000000002,150.23999999999998,172.62,175.61999999999998,247.93,1.66
4200,4500,1614.0400000000002,921.7600000000004,806.4200000000002,2143.6400000000003,1171.13,1079.12,996.4200000000003,973.4700000000003,500.8500000000002,1532.6300000000015
4500,4800,5339.219999999995,2845.1899999999987,2872.2999999999993,3129.2999999999975,4924.519999999996,3869.8699999999953,3461.499999999997,2684.659999999999,2456.93,6229.509999999995
4800,5100,8066.109999999992,6250.299999999995,7530.75999999999,7677.439999999991,6722.049999999991,5276.219999999995,6581.179999999991,7013.379999999992,6832.759999999993,3623.499999999992
5100,5400,10555.11999999999,9470.72999999999,13864.03999999999,11485.729999999992,10101.519999999991,8865.189999999993,11819.839999999991,13885.01999999999,11229.049999999988,24327.190000000035
5400,5700,15551.019999999988,14932.64999999999,17980.989999999994,15350.779999999992,14722.479999999992,15318.699999999988,18479.049999999992,21373.039999999997,16389.009999999987,22187.180000000015
5700,6000,21371.170000000006,20749.91,26595.810000000045,23431.790000000074,24162.710000000025,21675.910000000044,21520.15000000001,25789.18000000001,20943.50999999997,28944.860000000048
6000,6300,28330.280000000042,24394.810000000016,33225.62,30888.430000000004,27772.140000000043,27198.84000000006,29816.070000000058,29433.60000000003,31344.17000000001,32015.41000000006
6300,6600,33010.36000000003,35261.90000000012,38249.15000000005,37071.35000000008,33976.73000000001,32445.150000000034,34719.050000000054,32026.13000000003,41460.95000000005,32638.090000000007
6600,6900,39994.580000000075,39582.88000000005,37831.34000000008,39910.58000000005,39650.010000000075,34441.85000000008,41372.72000000002,37436.77000000012,39663.75000000008,35804.43000000009
6900,7200,44702.860000000175,46386.020000000026,37918.75000000007,44812.84000000007,43341.74000000018,38015.78000000014,43049.83000000003,44158.27999999996,43001.60000000003,37593.36000000007
7200,7500,46559.49000000016,51873.27000000009,44007.71000000008,42885.440000000126,46688.010000000235,40380.07000000017,39838.840000000106,50595.54000000012,47021.050000000054,43801.660000000076
7500,7800,48553.78000000006,46586.02000000008,50262.060000000194,49800.67000000015,51546.78000000014,46238.38000000017,38337.29000000006,55266.33000000022,46697.27000000015,47215.310000000114
7800,8100,56575.28000000004,57596.05000000017,53957.39000000016,53480.680000000146,51315.530000000086,43431.04000000011,46185.07000000021,56447.80000000003,60642.080000000205,45818.72000000019
8100,8400,60433.590000000106,59512.03000000018,58287.26000000013,60448.450000000055,61323.91000000014,50888.89000000008,55511.64000000012,56039.52000000021,66888.47000000023,51672.92000000021
8400,8700,74018.07000000015,61139.95000000015,59918.060000000114,68829.94000000026,62638.61000000015,53254.0800000001,67975.58000000019,64501.37000000027,69390.99000000018,63843.90000000026
8700,9000,66697.05000000016,58500.830000000184,59073.7100000002,70976.65000000021,74849.59000000017,53906.2500000001,65291.13000000016,63581.38000000013,69522.12000000026,71165.19000000037
9000,9300,73760.40000000008,71899.14000000023,65433.640000000196,63023.170000000275,70340.94000000018,65411.74000000016,70639.05000000008,76723.70000000043,75469.99000000008,74507.34000000007
9300,9600,82412.25000000023,67467.2300000002,72373.94000000005,77967.10000000015,72425.37000000013,68295.55000000016,80989.10000000021,76008.0100000002,80731.42000000017,75188.04000000011
9600,9900,92540.23000000017,90338.81000000035,94009.81000000017,87747.34000000029,83247.63000000024,82682.03000000032,85670.08000000026,89481.9600000003,93440.90000000014,83493.74000000003
9900,10200,109803.40000000033,89529.73000000019,94336.1800000003,90625.07000000024,98450.05000000028,82316.84000000014,99692.8600000001,99946.94000000026,99527.05000000016,103548.85000000022
10200,10500,99907.7000000002,94591.66000000025,107682.46000000024,94591.40000000027,102181.88000000031,83506.84000000026,109819.36000000023,106252.70000000023,106975.22000000023,98875.6700000002
10500,10800,107388.69000000013,109271.76000000017,116328.24000000025,102908.01000000021,118589.10000000027,98993.15000000018,117823.6700000002,89345.24000000021,117858.2900000003,113739.96000000028
10800,11100,121137.08000000038,112423.71000000028,118799.56000000039,144950.7599999999,113013.85000000038,120838.16000000034,105323.56000000035,115077.24000000022,119035.12000000045,114219.05000000032
11100,11400,149449.0199999998,138547.4700000004,148014.62000000072,121763.78000000039,135893.30000000034,115482.59000000026,105314.14000000045,119061.84000000042,157577.18000000052,151307.38000000053
11400,11700,151584.98000000033,139414.89000000022,139627.59000000035,129308.47000000057,139968.7300000005,116143.50000000038,107996.12000000034,156928.88000000006,150886.0200000002,130328.65000000031
11700,12000,132947.19000000044,156292.96000000014,140174.51000000036,154501.55000000025,136804.44000000053,127516.48000000037,132952.2200000004,134358.6700000006,169891.6400000004,161794.97000000023
12000,12300,144554.00000000017,151161.5000000002,158674.77,159248.9800000003,145913.6600000004,153730.5900000001,142243.40000000034,182659.9299999993,186763.54000000024,165265.7900000001
12300,12600,145024.70000000056,139463.20000000007,149331.62000000034,146934.93999999974,181007.1299999997,159020.53000000076,154221.36000000013,154776.51999999996,160763.68000000017,148073.05000000013
12600,12900,147785.2999999998,148649.15000000002,149403.59000000008,147735.90000000037,175893.81000000035,140545.50000000035,157505.4900000003,150867.08000000034,157239.74999999985,152988.65000000017
12900,13200,153278.73999999996,149976.74999999994,148049.48000000004,134878.07000000036,151290.15000000055,150346.94000000006,164058.35000000018,156669.5800000003,146356.9599999999,152474.38000000038
13200,13500,168654.26000000106,178466.1299999998,157404.02999999968,147178.55000000005,164497.2500000003,189235.72000000117,170218.14999999994,151079.19999999987,147234.14000000036,139846.55000000048
13500,13800,208353.29999999993,210605.00000000017,174537.46000000002,155365.2600000005,208036.75000000032,182405.8700000002,216251.2599999999,203994.1400000004,177038.79000000033,143649.24
13800,14100,223009.12999999995,235032.2399999994,192937.95000000045,184740.8500000005,216070.4700000002,180966.34999999992,232804.68999999948,246090.57999999952,201437.05999999988,159724.41999999975
14100,14400,242620.00000000006,235368.34000000003,223290.28999999998,219418.58000000007,234872.49000000025,217504.40999999995,239452.1199999996,235445.43000000008,225802.6999999999,154816.47999999995
14400,14700,272682.0099999991,242555.5399999994,237110.3100000002,243404.01999999967,233902.98000000007,224702.44000000006,259076.1399999998,253254.9899999997,230727.55999999968,234519.11999999903
14700,15000,282733.3199999998,238140.3100000002,253266.7299999994,252229.96999999983,245812.65999999948,246370.0499999999,264352.760000001,248132.70999999985,273977.8799999995,229340.61999999938
15000,15300,284926.89999999985,291541.20000000024,261273.11999999927,278060.60000000056,268725.16000000003,249616.79999999964,288119.5899999997,286435.1400000001,295411.7199999993,230405.90000000093
15300,15600,300247.6299999996,317003.4399999987,276399.1399999992,283859.3299999999,271026.6299999998,268371.8300000003,320422.75999999937,310026.2900000002,310185.0800000005,233482.40999999968
15600,15900,315015.5300000006,331987.0299999989,304343.0700000003,300124.22999999934,295041.73000000085,292422.1499999995,343338.75999999983,310602.1000000012,366542.15000000095,216752.4599999994
15900,16200,309965.1199999997,305750.96,336492.1300000002,332442.48000000033,325340.6399999996,316161.38,343570.72999999946,287305.97000000003,355323.9699999994,255013.179999999
16200,16500,298595.3900000003,331482.5899999997,351410.18000000017,295353.32999999984,332250.6699999994,352642.4200000002,326188.25,342975.52999999933,362504.99000000133,229991.3300000001
16500,16800,328237.84000000014,373429.86999999936,358637.459999999,336888.65999999974,341675.9899999995,378859.6599999993,323647.349999999,348844.79000000027,396799.37000000005,223116.07999999946
16800,17100,335415.4299999991,313783.7900000001,355664.6700000002,289618.01999999944,342151.8600000001,405431.41000000155,297239.96999999945,284577.86999999976,333178.08999999973,219567.80999999982
17100,17400,281216.04000000015,254018.94999999987,390812.92000000033,261324.9600000006,342527.38999999996,388036.39999999985,257750.68999999994,284574.3700000004,329374.91,213167.74000000028
17400,17700,284274.64000000013,296434.44999999943,382398.17999999947,270521.25000000093,313115.44999999914,369444.6999999989,281774.01000000036,268513.00000000047,279143.2399999998,217711.0900000003
17700,18000,283751.52,282473.23000000016,317559.7999999987,295161.6600000001,286692.0200000003,384543.9899999996,292127.4099999983,312088.6999999977,270603.72,216914.34000000003
18000,18300,232311.75999999983,223261.79000000024,280460.6600000003,237162.98000000004,249897.90999999974,389399.74000000034,214970.8099999986,270983.9099999996,248826.63999999958,150626.38000000018
18300,18600,187741.81000000023,179480.73000000068,362966.8999999999,192279.33000000077,337346.70999999985,417420.3200000003,178323.2599999997,227223.82999999984,213963.5100000001,138816.04000000047
18600,18900,183558.14999999985,166612.20000000042,275147.5699999999,136539.75000000015,224753.86999999938,365320.67999999947,161125.9700000001,238428.25999999975,180376.06999999954,145598.0800000002
18900,19200,152992.23999999996,158464.6599999997,196468.3600000015,140523.6799999999,168193.14999999982,281770.8100000001,150255.91000000027,241089.67,174884.36000000002,144844.3299999998
19200,19500,126174.70000000027,127338.01000000026,178205.34999999928,126579.64000000032,148640.74999999983,360413.37999999925,132380.2700000002,188179.01,156961.74000000014,121915.80000000019
19500,19800,112286.94000000032,126095.59000000017,162037.4999999997,117353.67000000014,139601.81999999998,275135.0799999995,120124.5500000003,193573.20000000027,123108.59000000035,128791.66000000025
19800,20100,109590.84000000021,107618.32000000039,131390.77000000016,120851.6200000001,118054.5400000003,234421.6600000005,108778.59000000029,174702.65999999995,138639.49999999994,129449.02000000037
20100,20400,108077.5200000002,118388.67000000006,115107.07000000031,111526.92000000023,113282.60000000018,157768.72000000035,110365.89000000026,179850.74999999997,118042.83000000037,114998.55000000037
20400,20700,96996.12000000024,136884.17000000016,96875.80000000016,106407.49000000025,104444.76000000021,132917.12000000023,112412.24000000027,172549.0700000004,127535.75000000029,116339.04000000034
20700,21000,96954.73000000017,110888.77000000021,86650.49000000017,104004.68000000028,97229.91000000018,122025.54000000012,106171.51000000026,152496.79,115939.0000000002,134664.52000000022
21000,21300,90003.20000000017,106001.72000000019,78819.92000000017,105286.77000000025,99278.88000000002,118501.2000000004,130301.63000000021,148962.3500000005,138266.86000000016,137301.99
21300,21600,101645.17000000035,109896.46000000015,81490.55000000003,101189.2400000003,109608.28000000025,113653.08000000031,109504.5600000002,145542.85999999993,110615.11000000028,101656.68000000033
