LINK,DIR,TYPE,LANES,LENGTH,OFFSET
2519,1,LEFT_TURN,1,60.5,0.0
2522,0,LEFT_TURN,1,100.0,0.0
2523,0,LEFT_TURN,1,100.0,0.0
2528,0,LEFT_TURN,1,100.0,0.0
2532,0,LEFT_TURN,1,100.0,0.0
2533,1,LEFT_TURN,1,50.4,0.0
2540,0,RIGHT_MERGE,1,65.0,0.0
2549,0,RIGHT_MERGE,1,287.1,0.0
2559,0,RIGHT_MERGE,1,50.0,0.0
2574,0,RIGHT_MERGE,1,90.0,0.0
2577,0,LEFT_TURN,1,100.0,0.0
2579,0,LEFT_TURN,1,100.0,0.0
2582,0,RIGHT_TURN,1,85.0,0.0
2585,0,LEFT_TURN,1,100.0,0.0
2586,0,LEFT_TURN,1,100.0,0.0
2595,0,LEFT_TURN,1,100.0,0.0
2596,0,LEFT_TURN,1,100.0,0.0
2599,0,LEFT_TURN,1,100.0,0.0
2606,1,LEFT_TURN,1,100.0,0.0
2607,0,LEFT_TURN,1,100.0,0.0
2607,1,LEFT_TURN,1,100.0,0.0
2608,1,LEFT_TURN,1,100.0,0.0
2609,1,LEFT_TURN,1,100.0,0.0
2611,1,LEFT_TURN,1,100.0,0.0
2612,1,LEFT_TURN,1,100.0,0.0
2614,0,LEFT_TURN,1,100.0,0.0
2615,0,LEFT_TURN,1,100.0,0.0
2615,1,LEFT_TURN,1,100.0,0.0
2616,0,LEFT_TURN,1,100.0,0.0
2620,1,LEFT_TURN,1,100.0,0.0
2621,1,LEFT_TURN,1,100.0,0.0
2623,0,LEFT_TURN,1,100.0,0.0
2623,1,LEFT_TURN,1,100.0,0.0
2624,1,LEFT_TURN,1,100.0,0.0
2632,0,LEFT_TURN,1,100.0,0.0
2632,1,LEFT_TURN,1,100.0,0.0
2635,1,LEFT_TURN,1,100.0,0.0
2636,1,LEFT_TURN,1,100.0,0.0
2641,0,LEFT_TURN,1,75.0,0.0
2645,0,RIGHT_MERGE,1,322.0,0.0
2666,0,LEFT_TURN,1,120.0,0.0
2668,1,LEFT_TURN,1,100.0,0.0
2685,0,LEFT_TURN,1,100.0,0.0
2685,1,LEFT_TURN,1,100.0,0.0
2686,1,LEFT_TURN,1,100.0,0.0
2688,1,LEFT_TURN,1,100.0,0.0
2689,0,LEFT_TURN,1,100.0,0.0
2692,0,LEFT_TURN,1,100.0,0.0
2693,1,LEFT_TURN,1,100.0,0.0
2694,1,LEFT_TURN,1,100.0,0.0
2695,1,LEFT_TURN,1,100.0,0.0
2696,0,LEFT_TURN,1,100.0,0.0
2698,0,LEFT_TURN,1,100.0,0.0
2700,0,LEFT_TURN,1,100.0,0.0
2706,0,LEFT_TURN,1,100.0,0.0
2709,0,LEFT_TURN,1,100.0,0.0
2710,0,LEFT_TURN,1,100.0,0.0
2712,1,LEFT_TURN,1,100.0,0.0
2716,1,LEFT_TURN,1,100.0,0.0
2720,0,LEFT_TURN,1,100.0,0.0
2722,0,LEFT_TURN,1,100.0,0.0
2725,0,LEFT_TURN,1,100.0,0.0
2727,0,LEFT_TURN,1,100.0,0.0
2727,1,LEFT_TURN,1,100.0,0.0
2728,1,LEFT_TURN,1,100.0,0.0
2729,0,LEFT_TURN,1,100.0,0.0
2730,1,LEFT_TURN,1,100.0,0.0
2731,0,LEFT_TURN,1,100.0,0.0
2731,1,LEFT_TURN,1,100.0,0.0
2733,0,LEFT_TURN,1,100.0,0.0
2733,1,LEFT_TURN,1,100.0,0.0
2734,1,LEFT_TURN,1,100.0,0.0
2735,0,LEFT_TURN,1,100.0,0.0
2737,0,LEFT_TURN,1,100.0,0.0
2742,0,LEFT_TURN,1,100.0,0.0
2743,0,LEFT_TURN,1,100.0,0.0
2745,0,LEFT_TURN,1,100.0,0.0
2745,1,LEFT_TURN,1,100.0,0.0
2748,0,LEFT_TURN,1,100.0,0.0
2751,1,LEFT_TURN,1,100.0,0.0
2752,0,LEFT_TURN,1,100.0,0.0
2752,1,LEFT_TURN,1,100.0,0.0
2753,0,LEFT_TURN,1,100.0,0.0
2754,1,LEFT_TURN,1,100.0,0.0
2755,0,LEFT_TURN,1,100.0,0.0
2755,1,LEFT_TURN,1,100.0,0.0
2756,0,LEFT_TURN,1,100.0,0.0
2756,1,LEFT_TURN,1,100.0,0.0
2757,0,LEFT_TURN,1,100.0,0.0
2758,0,LEFT_TURN,1,100.0,0.0
2759,0,LEFT_TURN,1,100.0,0.0
2760,0,LEFT_TURN,1,100.0,0.0
2765,0,LEFT_TURN,1,100.0,0.0
2765,1,LEFT_TURN,1,100.0,0.0
2766,0,LEFT_TURN,1,100.0,0.0
2766,1,LEFT_TURN,1,100.0,0.0
2767,0,LEFT_TURN,1,100.0,0.0
2769,0,LEFT_TURN,1,300.0,0.0
2772,0,LEFT_TURN,1,100.0,0.0
2775,0,LEFT_TURN,1,100.0,0.0
2781,0,RIGHT_MERGE,1,215.0,0.0
2783,0,LEFT_TURN,1,95.6,0.0
2783,0,RIGHT_TURN,1,95.6,0.0
2788,1,LEFT_TURN,1,100.0,0.0
2792,0,LEFT_TURN,1,100.0,0.0
2792,1,LEFT_TURN,1,100.0,0.0
2808,0,LEFT_TURN,1,100.0,0.0
2820,0,LEFT_TURN,1,300.0,0.0
2828,0,LEFT_TURN,1,77.3,0.0
2828,1,LEFT_TURN,1,77.3,0.0
2834,0,LEFT_TURN,1,100.0,0.0
2838,0,LEFT_TURN,1,100.0,0.0
2846,1,LEFT_TURN,1,100.0,0.0
2858,0,LEFT_TURN,1,100.0,0.0
2860,0,LEFT_TURN,1,100.0,0.0
2884,0,LEFT_TURN,1,100.0,0.0
2887,1,LEFT_TURN,1,100.0,0.0
2889,1,LEFT_TURN,1,100.0,0.0
2890,0,RIGHT_TURN,1,100.0,0.0
2894,0,RIGHT_TURN,1,322.1,0.0
2898,0,LEFT_TURN,1,100.0,0.0
2901,0,LEFT_TURN,1,100.0,0.0
2908,0,LEFT_TURN,1,71.4,0.0
2935,0,LEFT_TURN,1,100.0,0.0
2936,0,LEFT_TURN,1,100.0,0.0
2942,1,LEFT_TURN,1,100.0,0.0
2957,0,LEFT_TURN,1,100.0,0.0
2958,1,LEFT_TURN,1,100.0,0.0
2959,1,LEFT_TURN,1,100.0,0.0
2960,1,LEFT_TURN,1,100.0,0.0
2964,0,LEFT_TURN,1,100.0,0.0
2965,0,LEFT_TURN,1,100.0,0.0
2969,0,LEFT_TURN,1,96.2,0.0
2970,1,LEFT_TURN,1,87.6,0.0
2972,0,LEFT_TURN,1,115.0,0.0
2973,1,LEFT_TURN,1,100.0,0.0
2974,1,LEFT_TURN,1,100.0,0.0
2975,1,LEFT_TURN,1,100.0,0.0
2977,0,LEFT_TURN,1,100.0,0.0
2977,1,LEFT_TURN,1,100.0,0.0
2978,0,RIGHT_TURN,1,78.9,0.0
2982,0,LEFT_TURN,1,100.0,0.0
2983,0,LEFT_TURN,1,100.0,0.0
2988,0,RIGHT_MERGE,1,288.7,0.0
2990,1,LEFT_TURN,1,100.0,0.0
2997,1,LEFT_TURN,1,100.0,0.0
3002,0,LEFT_TURN,1,195.0,0.0
3013,0,LEFT_TURN,1,100.0,0.0
3014,1,LEFT_TURN,1,100.0,0.0
3015,0,LEFT_TURN,1,100.0,0.0
3016,0,LEFT_TURN,1,100.0,0.0
3017,0,LEFT_TURN,1,100.0,0.0
3018,0,LEFT_TURN,1,100.0,0.0
3022,0,LEFT_TURN,1,100.0,0.0
3025,0,LEFT_TURN,1,100.0,0.0
3027,0,RIGHT_TURN,1,100.0,0.0
3028,0,LEFT_TURN,1,100.0,0.0
3029,0,LEFT_TURN,1,100.0,0.0
3030,0,RIGHT_TURN,1,100.0,0.0
3031,0,LEFT_TURN,1,100.0,0.0
3034,0,LEFT_TURN,1,100.0,0.0
3038,0,LEFT_TURN,1,100.0,0.0
3042,0,LEFT_TURN,1,100.0,0.0
3044,0,LEFT_TURN,1,100.0,0.0
3050,0,LEFT_TURN,1,100.0,0.0
3054,0,RIGHT_MERGE,1,146.0,0.0
3075,0,RIGHT_TURN,1,100.0,0.0
3098,0,LEFT_TURN,1,300.0,0.0
3111,0,LEFT_TURN,1,100.0,0.0
3112,0,LEFT_TURN,1,100.0,0.0
3115,0,LEFT_TURN,1,100.0,0.0
3115,0,RIGHT_TURN,1,100.0,0.0
3116,0,LEFT_TURN,1,100.0,0.0
3118,0,LEFT_TURN,1,75.5,0.0
3122,1,LEFT_TURN,1,100.0,0.0
3125,0,LEFT_TURN,1,100.0,0.0
3126,0,RIGHT_TURN,1,100.0,0.0
3130,0,LEFT_TURN,1,100.0,0.0
3136,0,LEFT_TURN,1,100.0,0.0
3137,0,LEFT_TURN,1,100.0,0.0
3137,1,LEFT_TURN,1,100.0,0.0
3142,0,LEFT_TURN,1,100.0,0.0
3143,0,RIGHT_TURN,1,100.0,0.0
3147,0,RIGHT_MERGE,1,55.0,0.0
3150,0,LEFT_TURN,1,100.0,0.0
3152,1,LEFT_TURN,1,100.0,0.0
3154,0,RIGHT_TURN,1,100.0,0.0
3159,0,LEFT_TURN,1,100.0,0.0
3164,0,LEFT_TURN,1,100.0,0.0
3171,0,LEFT_TURN,1,100.0,0.0
3172,0,RIGHT_TURN,1,100.0,0.0
3175,0,RIGHT_TURN,1,100.0,0.0
3181,0,LEFT_TURN,1,100.0,0.0
3187,0,LEFT_TURN,1,100.0,0.0
3187,0,RIGHT_TURN,1,100.0,0.0
3192,0,RIGHT_TURN,1,100.0,0.0
3195,0,LEFT_TURN,1,100.0,0.0
3221,0,LEFT_TURN,1,100.0,0.0
3222,0,LEFT_TURN,1,100.0,0.0
3225,0,RIGHT_TURN,1,100.0,0.0
3228,0,LEFT_TURN,1,100.0,0.0
3228,1,LEFT_TURN,1,100.0,0.0
3229,1,LEFT_TURN,1,100.0,0.0
3230,1,LEFT_TURN,1,100.0,0.0
3231,0,LEFT_TURN,1,100.0,0.0
3231,1,LEFT_TURN,1,100.0,0.0
3233,0,LEFT_TURN,1,75.2,0.0
3233,1,LEFT_TURN,1,75.2,0.0
3235,0,LEFT_TURN,1,100.0,0.0
3238,0,LEFT_TURN,1,100.0,0.0
3238,1,LEFT_TURN,1,100.0,0.0
3241,0,LEFT_TURN,1,100.0,0.0
3242,0,LEFT_TURN,1,100.0,0.0
3244,0,LEFT_TURN,1,100.0,0.0
3245,0,LEFT_TURN,1,100.0,0.0
3246,0,LEFT_TURN,1,100.0,0.0
3247,0,LEFT_TURN,1,100.0,0.0
3248,0,LEFT_TURN,1,100.0,0.0
3249,0,LEFT_TURN,1,100.0,0.0
3250,0,LEFT_TURN,1,100.0,0.0
3251,0,LEFT_TURN,1,100.0,0.0
3255,0,LEFT_TURN,1,100.0,0.0
3256,1,LEFT_TURN,1,100.0,0.0
3257,0,LEFT_TURN,1,100.0,0.0
3257,1,LEFT_TURN,1,100.0,0.0
3258,1,LEFT_TURN,1,100.0,0.0
3260,1,LEFT_TURN,1,100.0,0.0
3261,0,LEFT_TURN,1,100.0,0.0
3262,0,LEFT_TURN,1,100.0,0.0
3263,0,RIGHT_MERGE,1,175.0,0.0
3268,0,LEFT_TURN,1,100.0,0.0
3269,0,LEFT_TURN,1,97.6,0.0
3272,0,LEFT_TURN,1,91.2,0.0
3279,0,LEFT_TURN,1,85.0,0.0
3285,0,LEFT_TURN,1,100.0,0.0
3288,0,LEFT_TURN,1,56.4,0.0
3296,0,LEFT_TURN,1,100.0,0.0
3296,1,LEFT_TURN,1,100.0,0.0
3302,0,LEFT_TURN,1,100.0,0.0
3306,0,LEFT_TURN,1,100.0,0.0
3311,0,LEFT_TURN,1,100.0,0.0
3321,0,RIGHT_MERGE,1,175.0,0.0
3322,0,LEFT_TURN,1,100.0,0.0
3322,1,LEFT_TURN,1,100.0,0.0
3323,0,LEFT_TURN,1,100.0,0.0
3324,1,LEFT_TURN,1,100.0,0.0
3325,0,LEFT_TURN,1,100.0,0.0
3325,1,LEFT_TURN,1,100.0,0.0
3326,0,LEFT_TURN,1,100.0,0.0
3327,1,LEFT_TURN,1,100.0,0.0
3333,0,LEFT_TURN,1,100.0,0.0
3336,0,RIGHT_TURN,1,57.3,0.0
3339,0,RIGHT_MERGE,1,261.7,0.0
3342,1,LEFT_TURN,1,100.0,0.0
3343,0,LEFT_TURN,1,100.0,0.0
3343,0,RIGHT_TURN,1,100.0,0.0
3349,0,LEFT_TURN,1,100.0,0.0
3352,0,RIGHT_TURN,1,100.0,0.0
3358,0,LEFT_TURN,1,100.0,0.0
3360,0,LEFT_TURN,1,100.0,0.0
3361,0,LEFT_TURN,1,100.0,0.0
3362,0,LEFT_TURN,1,100.0,0.0
3362,1,LEFT_TURN,1,100.0,0.0
3368,0,LEFT_TURN,1,100.0,0.0
3372,0,LEFT_TURN,1,76.7,0.0
3373,0,LEFT_TURN,1,100.0,0.0
3374,0,LEFT_TURN,1,100.0,0.0
3380,0,LEFT_TURN,1,100.0,0.0
3382,0,LEFT_TURN,1,100.0,0.0
3382,0,RIGHT_TURN,1,100.0,0.0
3385,0,RIGHT_MERGE,1,296.5,0.0
3386,0,LEFT_TURN,1,100.0,0.0
3388,0,LEFT_TURN,1,100.0,0.0
3389,0,RIGHT_TURN,1,99.0,0.0
3398,0,LEFT_TURN,1,51.4,0.0
3398,1,LEFT_TURN,1,51.4,0.0
3402,0,RIGHT_MERGE,1,273.7,0.0
3403,0,LEFT_TURN,1,300.0,0.0
3415,0,LEFT_TURN,1,100.0,0.0
3426,0,LEFT_TURN,1,100.0,0.0
3428,0,LEFT_TURN,1,100.0,0.0
3438,0,LEFT_TURN,1,100.0,0.0
3450,0,LEFT_TURN,1,100.0,0.0
3453,0,LEFT_TURN,1,100.0,0.0
3454,0,LEFT_TURN,1,100.0,0.0
3455,0,LEFT_TURN,1,100.0,0.0
3465,0,LEFT_TURN,1,100.0,0.0
3469,0,LEFT_TURN,1,100.0,0.0
3469,0,RIGHT_TURN,1,100.0,0.0
3475,0,LEFT_TURN,1,164.1,0.0
3479,0,LEFT_TURN,1,100.0,0.0
3479,1,LEFT_TURN,1,100.0,0.0
3492,0,RIGHT_TURN,1,100.0,0.0
3493,0,RIGHT_TURN,1,100.0,0.0
3495,0,RIGHT_TURN,1,100.0,0.0
3495,1,RIGHT_TURN,1,100.0,0.0
3497,0,RIGHT_TURN,1,100.0,0.0
3500,0,RIGHT_TURN,1,100.0,0.0
3504,0,LEFT_TURN,1,100.0,0.0
3504,0,RIGHT_TURN,1,100.0,0.0
3515,0,RIGHT_TURN,1,100.0,0.0
3516,0,LEFT_TURN,1,55.3,0.0
3524,0,LEFT_TURN,1,84.6,0.0
3525,0,LEFT_TURN,1,84.4,0.0
3542,0,LEFT_TURN,1,100.0,0.0
3544,0,LEFT_TURN,1,100.0,0.0
3544,0,RIGHT_TURN,1,100.0,0.0
3545,1,RIGHT_TURN,1,100.0,0.0
3555,1,LEFT_TURN,1,100.0,0.0
3556,1,LEFT_TURN,1,100.0,0.0
3557,0,RIGHT_MERGE,1,283.8,0.0
3561,0,RIGHT_TURN,1,100.0,0.0
3564,1,RIGHT_TURN,1,100.0,0.0
3568,0,LEFT_TURN,1,100.0,0.0
3568,0,RIGHT_TURN,1,100.0,0.0
3571,0,RIGHT_MERGE,1,150.0,0.0
3581,1,LEFT_TURN,1,100.0,0.0
3584,0,LEFT_TURN,1,100.0,0.0
3587,0,LEFT_TURN,1,100.0,0.0
3595,0,LEFT_TURN,1,100.0,0.0
3595,1,LEFT_TURN,1,100.0,0.0
3596,1,LEFT_TURN,1,100.0,0.0
3597,0,LEFT_TURN,1,100.0,0.0
3597,1,LEFT_TURN,1,100.0,0.0
3598,0,LEFT_TURN,1,100.0,0.0
3599,0,LEFT_TURN,1,100.0,0.0
3599,1,LEFT_TURN,1,100.0,0.0
3600,0,LEFT_TURN,1,100.0,0.0
3600,1,LEFT_TURN,1,100.0,0.0
3604,0,RIGHT_MERGE,1,100.0,0.0
3622,0,LEFT_TURN,1,100.0,0.0
3627,0,LEFT_TURN,1,100.0,0.0
3651,0,RIGHT_TURN,1,50.0,0.0
3656,0,LEFT_TURN,1,100.0,0.0
3657,0,LEFT_TURN,1,100.0,0.0
3661,0,LEFT_TURN,1,100.0,0.0
3662,1,LEFT_TURN,1,100.0,0.0
3668,0,RIGHT_TURN,1,100.0,0.0
3673,0,LEFT_TURN,1,100.0,0.0
3676,0,LEFT_TURN,1,100.0,0.0
3678,0,LEFT_TURN,1,100.0,0.0
3679,0,LEFT_TURN,1,100.0,0.0
3679,0,RIGHT_TURN,1,100.0,0.0
3685,1,LEFT_TURN,1,100.0,0.0
3686,0,LEFT_TURN,1,100.0,0.0
3689,0,LEFT_TURN,1,100.0,0.0
3693,0,LEFT_TURN,1,100.0,0.0
3696,1,LEFT_TURN,1,100.0,0.0
3697,0,LEFT_TURN,1,100.0,0.0
3699,1,LEFT_TURN,1,100.0,0.0
3700,0,LEFT_TURN,1,100.0,0.0
3701,0,LEFT_TURN,1,97.9,0.0
3701,1,LEFT_TURN,1,97.9,0.0
3702,0,RIGHT_TURN,1,100.0,0.0
3703,0,LEFT_TURN,1,100.0,0.0
3708,1,LEFT_TURN,1,100.0,0.0
3710,1,LEFT_TURN,1,100.0,0.0
3711,0,LEFT_TURN,1,100.0,0.0
3713,0,LEFT_TURN,1,100.0,0.0
3714,1,LEFT_TURN,1,100.0,0.0
3716,0,RIGHT_TURN,1,100.0,0.0
3717,0,LEFT_TURN,1,100.0,0.0
3719,0,RIGHT_TURN,1,100.0,0.0
3723,0,LEFT_TURN,1,100.0,0.0
3724,0,RIGHT_TURN,1,100.0,0.0
3728,0,RIGHT_TURN,1,100.0,0.0
3731,0,LEFT_TURN,1,100.0,0.0
3732,0,LEFT_TURN,1,100.0,0.0
3739,0,LEFT_TURN,1,100.0,0.0
3740,0,LEFT_TURN,1,100.0,0.0
3741,0,LEFT_TURN,1,100.0,0.0
3745,1,LEFT_TURN,1,100.0,0.0
3747,0,RIGHT_TURN,1,100.0,0.0
3750,1,LEFT_TURN,1,100.0,0.0
3751,0,LEFT_TURN,1,100.0,0.0
3752,0,LEFT_TURN,1,100.0,0.0
3758,0,LEFT_TURN,1,100.0,0.0
3759,0,LEFT_TURN,1,100.0,0.0
3760,0,LEFT_TURN,1,100.0,0.0
3766,0,LEFT_TURN,1,100.0,0.0
3770,0,LEFT_TURN,1,100.0,0.0
3771,0,LEFT_TURN,1,100.0,0.0
3772,0,RIGHT_TURN,1,100.0,0.0
3774,0,LEFT_TURN,1,100.0,0.0
3775,0,LEFT_TURN,1,100.0,0.0
3776,0,LEFT_TURN,1,100.0,0.0
3778,0,LEFT_TURN,1,100.0,0.0
3786,0,LEFT_TURN,1,100.0,0.0
3787,0,RIGHT_TURN,1,100.0,0.0
3788,0,RIGHT_TURN,1,100.0,0.0
3796,0,LEFT_TURN,1,100.0,0.0
3798,0,LEFT_TURN,1,100.0,0.0
3801,0,LEFT_TURN,1,100.0,0.0
3806,1,LEFT_TURN,1,100.0,0.0
3810,1,LEFT_TURN,1,100.0,0.0
3815,0,LEFT_TURN,1,100.0,0.0
3818,0,LEFT_TURN,1,100.0,0.0
3821,0,LEFT_TURN,1,100.0,0.0
3822,0,LEFT_TURN,1,100.0,0.0
3833,1,LEFT_TURN,1,100.0,0.0
3836,0,LEFT_TURN,1,100.0,0.0
3839,0,LEFT_TURN,1,100.0,0.0
3843,0,LEFT_TURN,1,100.0,0.0
3843,1,LEFT_TURN,1,100.0,0.0
3848,0,LEFT_TURN,1,100.0,0.0
3854,0,LEFT_TURN,1,100.0,0.0
3854,1,LEFT_TURN,1,100.0,0.0
3855,0,LEFT_TURN,1,100.0,0.0
3855,1,LEFT_TURN,1,100.0,0.0
3860,0,LEFT_TURN,1,100.0,0.0
3860,1,LEFT_TURN,1,100.0,0.0
3861,0,LEFT_TURN,1,100.0,0.0
3862,0,RIGHT_TURN,1,100.0,0.0
3862,0,LEFT_TURN,1,95.0,0.0
3865,0,LEFT_TURN,1,100.0,0.0
3866,0,LEFT_TURN,1,100.0,0.0
3866,1,LEFT_TURN,1,100.0,0.0
3877,0,LEFT_TURN,1,100.0,0.0
3887,0,RIGHT_TURN,1,90.0,0.0
3887,0,LEFT_TURN,1,130.0,0.0
3890,0,LEFT_TURN,1,83.0,0.0
3890,0,RIGHT_TURN,1,83.0,0.0
3901,1,LEFT_TURN,1,100.0,0.0
3902,0,LEFT_TURN,1,100.0,0.0
3903,0,LEFT_TURN,1,100.0,0.0
3918,0,LEFT_TURN,1,100.0,0.0
3926,0,LEFT_TURN,1,100.0,0.0
3928,0,LEFT_TURN,1,100.0,0.0
3929,0,LEFT_TURN,1,100.0,0.0
3933,0,LEFT_TURN,1,100.0,0.0
3934,0,LEFT_TURN,1,100.0,0.0
3946,1,LEFT_TURN,1,100.0,0.0
3947,1,LEFT_TURN,1,100.0,0.0
3949,0,LEFT_TURN,1,100.0,0.0
3949,1,LEFT_TURN,1,100.0,0.0
3953,0,LEFT_TURN,1,300.0,0.0
3958,0,LEFT_TURN,1,100.0,0.0
3959,0,LEFT_TURN,1,100.0,0.0
3959,0,RIGHT_TURN,1,38.0,0.0
3975,0,LEFT_TURN,1,100.0,0.0
3979,0,LEFT_TURN,1,100.0,0.0
3981,0,LEFT_TURN,1,100.0,0.0
3982,0,LEFT_MERGE,1,100.0,0.0
3983,0,LEFT_TURN,1,100.0,0.0
3984,0,LEFT_TURN,1,100.0,0.0
3985,0,LEFT_TURN,1,100.0,0.0
3992,0,LEFT_TURN,1,100.0,0.0
3993,0,LEFT_TURN,1,100.0,0.0
3995,0,LEFT_TURN,1,100.0,0.0
3997,1,LEFT_TURN,1,100.0,0.0
3998,1,LEFT_TURN,1,100.0,0.0
4006,0,LEFT_TURN,1,100.0,0.0
4006,1,LEFT_TURN,1,100.0,0.0
4008,0,LEFT_TURN,1,100.0,0.0
4012,0,LEFT_TURN,1,100.0,0.0
4013,0,LEFT_TURN,1,100.0,0.0
4013,1,LEFT_TURN,1,100.0,0.0
4014,0,RIGHT_TURN,1,100.0,0.0
4015,0,LEFT_TURN,1,100.0,0.0
4017,0,LEFT_TURN,1,100.0,0.0
4019,0,LEFT_TURN,1,100.0,0.0
4020,0,LEFT_TURN,1,100.0,0.0
4022,0,RIGHT_TURN,1,100.0,0.0
4023,0,LEFT_TURN,1,100.0,0.0
4025,0,LEFT_TURN,1,100.0,0.0
4026,1,LEFT_TURN,1,100.0,0.0
4029,0,LEFT_TURN,1,100.0,0.0
4029,1,LEFT_TURN,1,100.0,0.0
4033,0,LEFT_TURN,1,100.0,0.0
4052,0,LEFT_TURN,1,100.0,0.0
4054,0,LEFT_TURN,1,100.0,0.0
4056,0,LEFT_TURN,1,100.0,0.0
4058,0,LEFT_TURN,1,100.0,0.0
4060,0,LEFT_TURN,1,100.0,0.0
4066,1,LEFT_TURN,1,100.0,0.0
